slot,case_id,deal,stratum,role,matched_to,gate_status,cik,form,filing_date,accession,sic,sic_desc,size_usd,deal_value_usd,parent_cik,signal
219,P219,KAPSTONE PAPER & PACKAGING CORP  (CIK 0001325281),control,control,P044,PASS,1325281,DEFM14A,2018-08-01,0001144204-18-041383,2621,Paper Mills,3323985000,,,
220,P220,WESTAR ENERGY INC /KS  (CIK 0000054507),control,control,P045,PASS,54507,DEFM14A,2017-10-10,0001193125-17-307179,4931,Electric & Other Services Combined,11624368000,,,
221,P221,TPG Pace Energy Holdings Corp.  (MGY)  (CIK 0001698990),control,control,P046,PASS,1698990,DEFM14A,2018-07-02,0001193125-18-211420,1311,Crude Petroleum & Natural Gas,3433523000,,,
222,P222,"CYS Investments, Inc.  (CIK 0001396446)",control,control,P047,PASS,1396446,DEFM14A,2018-06-25,0001047469-18-004715,6798,Real Estate Investment Trusts,13145582000,,,
223,P223,KNIGHT TRANSPORTATION INC  (CIK 0000929452),control,control,P048,PASS,929452,DEFM14A,2017-08-09,0001571049-17-007299,4213,Trucking (No Local),1078525000,,,
224,P224,ONEOK Partners LP  (CIK 0000909281),control,control,P049,PASS,909281,DEFM14A,2017-05-22,0001193125-17-176922,4922,Natural Gas Transmission,15469347000,,,
225,P225,MITEL NETWORKS CORP  (CIK 0001170534),control,control,P050,PASS,1170534,DEFM14A,2018-06-08,0001193125-18-187310,3663,Radio & Tv Broadcasting & Communications Equipment,1630500000,,,
226,P226,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP  (WAB)  (CIK 0000943452),control,control,P051,PASS,943452,DEFM14A,2018-10-12,0001140361-18-040543,3743,Railroad Equipment,8649200000,,,
227,P227,"Dr Pepper Snapple Group, Inc.  (KDP)  (CIK 0001418135)",control,control,P052,PASS,1418135,DEFM14A,2018-05-29,0001047469-18-004118,2080,Beverages,48918000000,,,
228,P228,LEGACY RESERVES LP  (CIK 0001358831),control,control,P053,PASS,1358831,DEFM14A,2018-08-03,0001193125-18-238546,1311,Crude Petroleum & Natural Gas,1493082000,,,
229,P229,ARRIS International plc  (CIK 0001645494),control,control,P054,PASS,1645494,DEFM14A,2018-12-19,0001144204-18-065399,3663,Radio & Tv Broadcasting & Communications Equipment,7327869000,,,
230,P230,USG CORP  (CIK 0000757011),control,control,P055,PASS,757011,DEFM14A,2018-08-23,0001193125-18-255504,3270,"Concrete, Gypsum & Plaster Products",3842000000,,,
231,P231,SUPERVALU INC  (CIK 0000095521),control,control,P056,PASS,95521,DEFM14A,2018-09-18,0001140361-18-038679,5141,"Wholesale-Groceries, General Line",4467000000,,,
232,P232,GGP Inc.  (CIK 0001496048),control,control,P057,PASS,1496048,DEFM14A,2018-06-27,0001193125-18-204333,6798,Real Estate Investment Trusts,19033526000,,,
233,P233,FAIRMOUNT SANTROL HOLDINGS INC.  (CIK 0001010858),control,control,P058,PASS,1010858,DEFM14A,2018-04-26,0001193125-18-134923,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),1236094000,,,
234,P234,BANCORPSOUTH INC  (CIK 0000701853),control,control,P059,PASS,701853,DEFM14A,2017-08-29,0001193125-17-271952,6022,State Commercial Banks,14724388000,,,
235,P235,ALBANY MOLECULAR RESEARCH INC  (CIK 0001065087),control,control,P060,PASS,1065087,DEFM14A,2017-07-14,0001144204-17-036873,8731,Services-Commercial Physical & Biological Research,1209648000,,,
236,P236,Paragon Commercial CORP  (CIK 0001414374),control,control,P061,PASS,1414374,DEFM14A,2017-12-01,0001654954-17-011248,6022,State Commercial Banks,1503767000,,,
237,P237,"Tallgrass Energy Partners, LP  (CIK 0001569134)",control,control,P062,PASS,1569134,DEFM14A,2018-05-18,0001193125-18-168177,4922,Natural Gas Transmission,3977353000,,,
238,P238,"Xenith Bankshares, Inc.  (CIK 0001143155)",control,control,P063,PASS,1143155,DEFM14A,2017-09-15,0001571049-17-007906,6021,National Commercial Banks,3267192000,,,
239,P239,Altra Industrial Motion Corp.  (CIK 0001374535),control,control,P064,PASS,1374535,DEFM14A,2018-08-06,0001193125-18-239500,3569,"General Industrial Machinery & Equipment, NEC",4337200000,,,
240,P240,SOUTHWEST BANCORP INC  (CIK 0000914374),control,control,P065,PASS,914374,DEFM14A,2017-09-12,0001571049-17-007845,6022,State Commercial Banks,2475392000,,,
241,P241,"Care Capital Properties, Inc.  (CIK 0001639947)",control,control,P066,PASS,1639947,DEFM14A,2017-07-07,0001193125-17-224333,6798,Real Estate Investment Trusts,2812368000,,,
242,P242,MICROSEMI CORP  (CIK 0000310568),control,control,P067,PASS,310568,DEFM14A,2018-04-19,0001144204-18-021362,3674,Semiconductors & Related Devices,4433500000,,,
243,P243,CONVERGYS CORP  (CIK 0001062047),control,control,P068,PASS,1062047,DEFM14A,2018-08-28,0001140361-18-037148,7373,Services-Computer Integrated Systems Design,2414700000,,,
244,P244,GREAT PLAINS ENERGY INC  (CIK 0001143068),control,control,P069,PASS,1143068,DEFM14A,2017-10-10,0001193125-17-307158,4911,Electric Services,12457900000,,,
245,P245,"Alexander & Baldwin, Inc.  (ALEX)  (CIK 0001545654)",control,control,P070,PASS,1545654,DEFM14A,2017-09-14,0001193125-17-285196,6798,Real Estate Investment Trusts,2231200000,,,
246,P246,AVISTA CORP  (AVA)  (CIK 0000104918),control,control,P071,PASS,104918,DEFM14A,2017-10-02,0001193125-17-301020,4931,Electric & Other Services Combined,5514732000,,,
247,P247,La Quinta Holdings Inc.  (CIK 0001594617),control,control,P072,PASS,1594617,DEFM14A,2018-03-20,0001193125-18-089194,7011,Hotels & Motels,2953096000,,,
248,P248,"Gener8 Maritime, Inc.  (CIK 0001443799)",control,control,P073,PASS,1443799,DEFM14A,2018-05-10,0001144204-18-027198,4412,Deep Sea Foreign Transportation of  Freight,2618217000,,,
249,P249,FIRST POTOMAC REALTY TRUST  (CIK 0001254595),control,control,P074,PASS,1254595,DEFM14A,2017-08-24,0001193125-17-265999,6798,Real Estate Investment Trusts,1260247000,,,
250,P250,BUFFALO WILD WINGS INC  (CIK 0001062449),control,control,P075,PASS,1062449,DEFM14A,2017-12-28,0001193125-17-380642,5812,Retail-Eating  Places,1047219000,,,
251,P251,"CAVIUM, INC.  (CIK 0001175609)",control,control,P076,PASS,1175609,DEFM14A,2018-02-06,0001193125-18-032604,3674,Semiconductors & Related Devices,1589325000,,,
252,P252,8point3 Energy Partners LP  (CIK 0001635581),control,control,P077,PASS,1635581,DEFM14A,2018-04-06,0001193125-18-110072,4911,Electric Services,1609205000,,,
253,P253,FelCor Lodging Trust Inc  (CIK 0000923603),control,control,P078,PASS,923603,DEFM14A,2017-07-18,0001047469-17-004631,6798,Real Estate Investment Trusts,1707092000,,,
254,P254,Park Sterling Corp  (CIK 0001507277),control,control,P079,PASS,1507277,DEFM14A,2017-09-12,0001047469-17-005768,6022,State Commercial Banks,3255395000,,,
255,P255,"Alon USA Energy, Inc.  (CIK 0001325955)",control,control,P080,PASS,1325955,DEFM14A,2017-05-30,0001325955-17-000031,2911,Petroleum Refining,2095301000,,,
256,P256,TENNECO INC  (CIK 0001024725),control,control,P081,PASS,1024725,DEFM14A,2018-08-02,0001193125-18-236739,3714,Motor Vehicle Parts & Accessories,13232000000,,,
257,P257,SOUTH STATE Corp  (SSB)  (CIK 0000764038),control,control,P082,PASS,764038,DEFM14A,2017-09-12,0001047469-17-005767,6022,State Commercial Banks,14466589000,,,
258,P258,IMPAX LABORATORIES INC  (CIK 0001003642),control,control,P083,PASS,1003642,DEFM14A,2018-02-12,0001193125-18-040279,2834,Pharmaceutical Preparations,1351300000,,,
259,P259,"RSP Permian, Inc.  (CIK 0001588216)",control,control,P084,PASS,1588216,DEFM14A,2018-06-07,0001193125-18-186002,1311,Crude Petroleum & Natural Gas,6270186000,,,
260,P260,"TWENTY-FIRST CENTURY FOX, INC.  (CIK 0001308161)",control,control,P085,PASS,1308161,DEFM14A,2018-06-28,0001193125-18-207641,4841,Cable & Other Pay Television Services,65886000000,,,
261,P261,"Scripps Networks Interactive, Inc.  (CIK 0001430602)",control,control,P086,PASS,1430602,DEFM14A,2017-10-19,0001193125-17-314122,4841,Cable & Other Pay Television Services,6521680000,,,
262,P262,Accenture plc  (ACN)  (CIK 0001467373),control,control,P087,PASS,1467373,DEFM14A,2017-12-15,0001193125-17-370759,7389,"Services-Business Services, NEC",22974153000,,,
263,P263,"Delek US Holdings, Inc.  (CIK 0001351541)",control,control,P088,PASS,1351541,DEFM14A,2017-05-30,0001351541-17-000155,2911,Petroleum Refining,2979800000,,,
264,P264,"Monogram Residential Trust, Inc.  (CIK 0001384710)",control,control,P089,PASS,1384710,DEFM14A,2017-08-10,0001047469-17-005183,6798,Real Estate Investment Trusts,3200102000,,,
265,P265,"BEAR STATE FINANCIAL, INC.  (CIK 0001006424)",control,control,P090,PASS,1006424,DEFM14A,2017-10-05,0001437749-17-016831,6022,State Commercial Banks,2160963000,,,
266,P266,Starwood Waypoint Homes  (CIK 0001579471),control,control,P091,PASS,1579471,DEFM14A,2017-10-16,0001193125-17-310310,6798,Real Estate Investment Trusts,6615176000,,,
267,P267,"NorthStar Real Estate Income II, Inc.  (CIK 0001564657)",control,control,P092,PASS,1564657,DEFM14A,2017-12-06,0001193125-17-362943,6798,Real Estate Investment Trusts,1807000000,,,
268,P268,SELECT INCOME REIT  (CIK 0001537667),control,control,P093,PASS,1537667,DEFM14A,2018-11-16,0001047469-18-007290,6798,Real Estate Investment Trusts,5303030000,,,
269,P269,"PHILLIPS EDISON GROCERY CENTER REIT I, INC.  (PECO)  (CIK 0001476204)",control,control,P094,PASS,1476204,DEFM14A,2017-07-06,0001626129-17-000444,6798,Real Estate Investment Trusts,3526082000,,,
270,P270,"BLACKHAWK NETWORK HOLDINGS, INC  (CIK 0001411488)",control,control,P095,PASS,1411488,DEFM14A,2018-03-02,0001140361-18-011449,6199,Finance Services,4122819000,,,
271,P271,"Kennedy-Wilson Holdings, Inc.  (KW)  (CIK 0001408100)",control,control,P096,PASS,1408100,DEFM14A,2017-09-13,0001193125-17-283232,6500,Real Estate,7724800000,,,
272,P272,"Hines Global REIT, Inc.  (CIK 0001453818)",control,control,P097,PASS,1453818,DEFM14A,2018-05-10,0001453818-18-000020,6798,Real Estate Investment Trusts,2499711000,,,
273,P273,Gramercy Property Trust  (CIK 0001297587),control,control,P098,PASS,1297587,DEFM14A,2018-06-27,0001047469-18-004781,6798,Real Estate Investment Trusts,6456036000,,,
274,P274,"PHILLIPS EDISON GROCERY CENTER REIT II, INC.  (CIK 0001581405)",control,control,P099,PASS,1581405,DEFM14A,2018-08-28,0001140361-18-037155,6798,Real Estate Investment Trusts,1652317000,,,
275,P275,"NorthStar Real Estate Income Trust, Inc.  (CIK 0001455650)",control,control,P100,PASS,1455650,DEFM14A,2017-12-06,0001193125-17-362938,6798,Real Estate Investment Trusts,1768480000,,,
276,P276,"QUALITY CARE PROPERTIES, INC.  (CIK 0001677203)",control,control,P101,PASS,1677203,DEFM14A,2018-06-21,0001047469-18-004637,6798,Real Estate Investment Trusts,4392064000,,,
277,P277,Corporate Property Associates 17 - Global INC  (CIK 0001390213),control,control,P102,PASS,1390213,DEFM14A,2018-09-04,0001047469-18-005936,6798,Real Estate Investment Trusts,4587470000,,,
278,P278,DST SYSTEMS INC  (CIK 0000714603),control,control,P103,PASS,714603,DEFM14A,2018-02-27,0001144204-18-011059,7374,Services-Computer Processing & Data Preparation,2938200000,,,
279,P279,CF Corp  (CIK 0001668428),control,control,P104,PASS,1668428,DEFM14A,2017-07-26,0001571049-17-006940,6311,Life Insurance,29923000000,,,
280,P280,"Forest City Realty Trust, Inc.  (CIK 0001647509)",control,control,P105,PASS,1647509,DEFM14A,2018-10-12,0001193125-18-298438,6798,Real Estate Investment Trusts,8063287000,,,
281,P281,MAINSOURCE FINANCIAL GROUP  (CIK 0000720002),control,control,P106,PASS,720002,DEFM14A,2017-10-19,0001626129-17-000575,6022,State Commercial Banks,4647862000,,,
282,P282,DCT Industrial Trust Inc.  (CIK 0001170991),control,control,P107,PASS,1170991,DEFM14A,2018-07-11,0001047469-18-004973,6798,Real Estate Investment Trusts,4010672000,,,
283,P283,"NewStar Financial, Inc.  (CIK 0001373561)",control,control,P108,PASS,1373561,DEFM14A,2017-11-30,0001193125-17-355921,6172,Finance Lessors,4040592000,,,
284,P284,PANERA BREAD CO  (CIK 0000724606),control,control,P109,PASS,724606,DEFM14A,2017-06-01,0001193125-17-189582,5812,Retail-Eating  Places,1301611000,,,
285,P285,EASTERN VIRGINIA BANKSHARES INC  (CIK 0001047170),control,control,P110,PASS,1047170,DEFM14A,2017-05-12,0001571049-17-004905,6022,State Commercial Banks,1398593000,,,
286,P286,LaSalle Hotel Properties  (CIK 0001053532),control,control,P111,PASS,1053532,DEFM14A,2018-10-29,0001047469-18-006913,6798,Real Estate Investment Trusts,3814941000,,,
287,P287,"KINDRED HEALTHCARE, INC  (CIK 0001060009)",control,control,P112,PASS,1060009,DEFM14A,2018-02-21,0001193125-18-051132,8050,Services-Nursing & Personal Care Facilities,5232717000,,,
288,P288,"Liberty Interactive Corp  (QRTEA, QRTEB, QRTEP)  (CIK 0001355096)",control,control,P113,PASS,1355096,DEFM14A,2017-12-29,0001047469-17-007840,5961,Retail-Catalog & Mail-Order Houses,24122000000,,,
289,P289,"HSN, Inc.  (CIK 0001434729)",control,control,P114,PASS,1434729,DEFM14A,2017-11-29,0001047469-17-007349,5940,Retail-Miscellaneous Shopping Goods Stores,1304533000,,,
290,P290,"CA, INC.  (CIK 0000356028)",control,control,P115,PASS,356028,DEFM14A,2018-08-10,0001193125-18-246044,7372,Services-Prepackaged Software,12533000000,,,
291,P291,"KCG Holdings, Inc.  (CIK 0001569391)",control,control,P116,PASS,1569391,DEFM14A,2017-06-01,0001047469-17-003764,6211,"Security Brokers, Dealers & Flotation Companies",6261287000,,,
292,P292,SCHULMAN A INC  (CIK 0000087565),control,control,P117,PASS,87565,DEFM14A,2018-05-11,0001193125-18-160804,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",1806025000,,,
293,P293,"HCBF Holding Company, Inc.  (CIK 0001498415)",control,control,P118,PASS,1498415,DEFM14A,2017-10-31,0001193125-17-327431,6022,State Commercial Banks,1789890000,,,
294,P294,"Gores Holdings II, Inc.  (VRRM)  (CIK 0001682745)",control,control,P119,PASS,1682745,DEFM14A,2018-10-02,0001047469-18-006535,4700,Transportation Services,1344783000,,,
295,P295,"Education Realty Trust, Inc.  (CIK 0001302343)",control,control,P120,PASS,1302343,DEFM14A,2018-08-13,0001140361-18-036197,6798,Real Estate Investment Trusts,3015164000,,,
296,P296,Legacy Reserves Inc.  (CIK 0001735828),control,control,P121,PASS,1735828,DEFM14A,2018-08-03,0001193125-18-238437,1311,Crude Petroleum & Natural Gas,1474931000,,,
297,P297,"Blue Hills Bancorp, Inc.  (CIK 0001601545)",control,control,P122,PASS,1601545,DEFM14A,2018-12-12,0001193125-18-347556,6022,State Commercial Banks,2805575000,,,
298,P298,"WashingtonFirst Bankshares, Inc.  (CIK 0001476264)",control,control,P123,PASS,1476264,DEFM14A,2017-09-11,0001193125-17-281975,6022,State Commercial Banks,2002911000,,,
299,P299,"TerraForm Power, Inc.  (CIK 0001599947)",control,control,P124,PASS,1599947,DEFM14A,2017-09-06,0001567619-17-001844,4911,Electric Services,6387021000,,,
300,P300,"Bankrate, Inc.  (CIK 0001518222)",control,control,P125,PASS,1518222,DEFM14A,2017-08-15,0001193125-17-258576,7374,Services-Computer Processing & Data Preparation,1083860000,,,
301,P301,"INVESTMENT TECHNOLOGY GROUP, INC.  (CIK 0000920424)",control,control,P126,PASS,920424,DEFM14A,2018-12-14,0001047469-18-007677,6211,"Security Brokers, Dealers & Flotation Companies",1021075000,,,
302,P302,"AV Homes, Inc.  (CIK 0000039677)",control,control,P127,PASS,39677,DEFM14A,2018-08-27,0001193125-18-258270,1531,Operative Builders,1010144000,,,
303,P303,REYNOLDS AMERICAN INC  (CIK 0001275283),control,control,P128,PASS,1275283,DEFM14A,2017-06-14,0001193125-17-203053,2111,Cigarettes,51095000000,,,
304,P304,ONEOK INC /NEW/  (OKE)  (CIK 0001039684),control,control,P129,PASS,1039684,DEFM14A,2017-05-22,0001193125-17-176926,4923,Natural Gas Transmisison & Distribution,16845937000,,,
305,P305,XL GROUP LTD  (CIK 0000875159),control,control,P130,PASS,875159,DEFM14A,2018-05-03,0001571049-18-000279,6331,"Fire, Marine & Casualty Insurance",63436236000,,,
306,P306,"Vantiv, Inc.  (CIK 0001533932)",control,control,P131,PASS,1533932,DEFM14A,2017-11-27,0001193125-17-351649,7389,"Services-Business Services, NEC",8667000000,,,
307,P307,TRIBUNE MEDIA CO  (CIK 0000726513),control,control,P132,PASS,726513,DEFM14A,2017-09-06,0001047469-17-005567,4833,Television Broadcasting Stations,8169328000,,,
308,P308,"CapStar Financial Holdings, Inc.  (CIK 0001676479)",control,control,P133,PASS,1676479,DEFM14A,2018-07-26,0001193125-18-227829,6022,State Commercial Banks,1963883000,,,
309,P309,WHOLE FOODS MARKET INC  (CIK 0000865436),control,control,P134,PASS,865436,DEFM14A,2017-07-21,0001571049-17-006849,5411,Retail-Grocery Stores,6382000000,,,
310,P310,STAPLES INC  (CIK 0000791519),control,control,P135,PASS,791519,DEFM14A,2017-08-03,0001047469-17-004941,5940,Retail-Miscellaneous Shopping Goods Stores,8271000000,,,
311,P311,CABELAS INC  (CIK 0001267130),control,control,P136,PASS,1267130,DEFM14A,2017-06-05,0001193125-17-193609,5940,Retail-Miscellaneous Shopping Goods Stores,8970824000,,,
312,P312,"GCI LIBERTY, INC.  (CIK 0000808461)",control,control,P137,PASS,808461,DEFM14A,2018-03-23,0001047469-18-002023,4813,Telephone Communications (No Radiotelephone),8660822000,,,
313,P313,ROWAN COMPANIES PLC  (CIK 0000085408),control,control,P138,PASS,85408,DEFM14A,2018-12-11,0001047469-18-007567,1381,Drilling Oil & Gas Wells,8117700000,,,
314,P314,ENERGEN CORP  (CIK 0000277595),control,control,P139,PASS,277595,DEFM14A,2018-10-25,0001193125-18-306638,1311,Crude Petroleum & Natural Gas,5033895000,,,
315,P315,EARTHSTONE ENERGY INC  (CIK 0000010254),control,control,P140,PASS,10254,DEFM14A,2018-11-06,0000010254-18-000071,1311,Crude Petroleum & Natural Gas,1004308000,,,
316,P316,BIGLARI HOLDINGS INC.  (CIK 0000093859),control,control,P141,PASS,93859,DEFM14A,2018-04-02,0001193125-18-103534,5812,Retail-Eating  Places,1096967000,,,
317,P317,VWR Corp  (CIK 0001412232),control,control,P142,PASS,1412232,DEFM14A,2017-06-14,0001193125-17-202703,5040,Wholesale-Professional & Commercial Equipment & Supplies,4962500000,,,
318,P318,"DIGITALGLOBE, INC.  (CIK 0001208208)",control,control,P143,PASS,1208208,DEFM14A,2017-06-22,0001193125-17-210383,4899,"Communications Services, NEC",3009900000,,,
319,P319,"CalAtlantic Group, Inc.  (CIK 0000878560)",control,control,P144,PASS,878560,DEFM14A,2018-01-05,0001193125-18-003465,1531,Operative Builders,8709044000,,,
320,P320,"INC Research Holdings, Inc.  (CIK 0001610950)",control,control,P145,PASS,1610950,DEFM14A,2017-06-30,0001193125-17-220226,8731,Services-Commercial Physical & Biological Research,7285867000,,,
321,P321,VALIDUS HOLDINGS LTD  (CIK 0001348259),control,control,P146,PASS,1348259,DEFM14A,2018-03-26,0001348259-18-000019,6331,"Fire, Marine & Casualty Insurance",14426879000,,,
322,P322,"PENNYMAC FINANCIAL SERVICES, INC.  (CIK 0001568669)",control,control,P147,PASS,1568669,DEFM14A,2018-09-18,0001047469-18-006280,6162,Mortgage Bankers & Loan Correspondents,7368093000,,,
323,P323,"Cotiviti Holdings, Inc.  (CIK 0001657197)",control,control,P148,PASS,1657197,DEFM14A,2018-07-23,0001047469-18-005113,7389,"Services-Business Services, NEC",2099229000,,,
324,P324,CH2M HILL COMPANIES LTD  (CIK 0000777491),control,control,P149,PASS,777491,DEFM14A,2017-11-09,0001193125-17-338957,8711,Services-Engineering Services,2670462000,,,
325,P325,Civeo Corp  (CVEO)  (CIK 0001590584),control,control,P150,PASS,1590584,DEFM14A,2018-02-02,0001193125-18-029739,7000,"Hotels, Rooming Houses, Camps & Other Lodging Places",1001677000,,,
326,P326,"EnLink Midstream Partners, LP  (CIK 0001179060)",control,control,P151,PASS,1179060,DEFM14A,2018-12-10,0001047469-18-007553,4922,Natural Gas Transmission,9571300000,,,
327,P327,Nationstar Mortgage Holdings Inc.  (CIK 0001520566),control,control,P152,PASS,1520566,DEFM14A,2018-06-01,0001193125-18-180666,6162,Mortgage Bankers & Loan Correspondents,18036000000,,,
328,P328,CU Bancorp  (CIK 0001543643),control,control,P153,PASS,1543643,DEFM14A,2017-07-25,0001047469-17-004755,6021,National Commercial Banks,2994760000,,,
329,P329,ADVISORY BOARD CO  (CIK 0001157377),control,control,P154,PASS,1157377,DEFM14A,2017-10-11,0001193125-17-307521,8741,Services-Management Services,2036878000,,,
330,P330,Silver Run Acquisition Corp II  (CIK 0001690769),control,control,P155,PASS,1690769,DEFM14A,2018-01-19,0001193125-18-014904,1311,Crude Petroleum & Natural Gas,1357830000,,,
331,P331,SCANA CORP  (CIK 0000754737),control,control,P156,PASS,754737,DEFM14A,2018-06-15,0001193125-18-193204,4931,Electric & Other Services Combined,17654000000,,,
332,P332,PAREXEL INTERNATIONAL CORP  (CIK 0000799729),control,control,P157,PASS,799729,DEFM14A,2017-08-15,0001193125-17-258029,8731,Services-Commercial Physical & Biological Research,2441500000,,,
333,P333,"FCB FINANCIAL HOLDINGS, INC.  (CIK 0001476651)",control,control,P158,PASS,1476651,DEFM14A,2018-10-29,0001140361-18-041495,6021,National Commercial Banks,10677079000,,,
334,P334,FNB BANCORP/CA/  (CIK 0001163199),control,control,P159,PASS,1163199,DEFM14A,2018-04-20,0001193125-18-125072,6022,State Commercial Banks,1265238000,,,
335,P335,"Energy XXI Gulf Coast, Inc.  (CIK 0001404973)",control,control,P160,PASS,1404973,DEFM14A,2018-08-03,0001571049-18-000420,1311,Crude Petroleum & Natural Gas,1076982000,,,
336,P336,"LENNAR CORP /NEW/  (LEN, LEN-B)  (CIK 0000920760)",control,control,P161,PASS,920760,DEFM14A,2018-01-05,0001193125-18-003442,1520,General Bldg Contractors - Residential Bldgs,28566181000,,,
337,P337,"Green Bancorp, Inc.  (CIK 0001606363)",control,control,P162,PASS,1606363,DEFM14A,2018-10-12,0001047469-18-006708,6021,National Commercial Banks,4261916000,,,
338,P338,Capital Bank Financial Corp.  (CIK 0001479750),control,control,P163,PASS,1479750,DEFM14A,2017-07-31,0000930413-17-002734,6021,National Commercial Banks,9930657000,,,
339,P339,BILL BARRETT CORP  (CIK 0001172139),control,control,P164,PASS,1172139,DEFM14A,2018-02-13,0001193125-18-042797,1311,Crude Petroleum & Natural Gas,1390706000,,,
340,P340,CIGNA CORP  (CIK 0000701221),control,control,P165,PASS,701221,DEFM14A,2018-07-16,0001140361-18-032613,6324,Hospital & Medical Service Plans,61759000000,,,
341,P341,"National Energy Services Reunited Corp.  (NESR, NESRW)  (CIK 0001698514)",control,control,P166,PASS,1698514,DEFM14A,2018-05-08,0001493152-18-006365,1389,"Oil & Gas Field Services, NEC",1343309000,,,
342,P342,"OneBeacon Insurance Group, Ltd.  (CIK 0001369817)",control,control,P167,PASS,1369817,DEFM14A,2017-06-08,0001047469-17-003896,6331,"Fire, Marine & Casualty Insurance",3589900000,,,
343,P343,Beneficial Bancorp Inc.  (CIK 0001615418),control,control,P168,PASS,1615418,DEFM14A,2018-11-06,0001552781-18-000472,6036,"Savings Institutions, Not Federally Chartered",5806925000,,,
344,P344,Envision Healthcare Corp  (CIK 0001678531),control,control,P169,PASS,1678531,DEFM14A,2018-08-13,0000950123-18-008376,8011,Services-Offices & Clinics of  Doctors of  Medicine,16572600000,,,
345,P345,Fortress Investment Group LLC  (CIK 0001380393),control,control,P170,PASS,1380393,DEFM14A,2017-06-07,0001193125-17-197197,6282,Investment Advice,2201374000,,,
346,P346,CHICAGO BRIDGE & IRON CO N V  (CIK 0001027884),control,control,P171,PASS,1027884,DEFM14A,2018-03-29,0001193125-18-102136,1700,Construction - Special Trade Contractors,5971582000,,,
347,P347,VECTREN CORP  (CIK 0001096385),control,control,P172,PASS,1096385,DEFM14A,2018-07-16,0001193125-18-218284,4932,Gas & Other Services Combined,6239300000,,,
348,P348,"State National Companies, Inc.  (CIK 0001610793)",control,control,P173,PASS,1610793,DEFM14A,2017-09-11,0001193125-17-281924,6331,"Fire, Marine & Casualty Insurance",2876737000,,,
349,P349,NAVIGATORS GROUP INC  (CIK 0000793547),control,control,P174,PASS,793547,DEFM14A,2018-10-12,0001193125-18-298223,6331,"Fire, Marine & Casualty Insurance",5603449000,,,
350,P350,FB Financial Corp  (FBK)  (CIK 0001649749),control,control,P175,PASS,1649749,DEFM14A,2017-07-10,0001193125-17-225253,6022,State Commercial Banks,4727713000,,,
